1,1,1337.84,413.53,169.01,374.13,1.00,-1,-1,-1
1,2,578.75,442.79,97.58,268.31,1.00,-1,-1,-1
1,3,914.54,436.17,67.15,153.94,1.00,-1,-1,-1
1,4,1421.86,430.35,178.27,342.65,1.00,-1,-1,-1
1,5,435.01,445.21,99.94,278.92,1.00,-1,-1,-1
1,6,728.91,471.61,37.41,100.44,1.00,-1,-1,-1
1,7,1252.53,443.56,41.83,105.94,1.00,-1,-1,-1
1,8,473.12,450.70,95.77,270.16,1.00,-1,-1,-1
1,9,633.80,446.24,75.26,205.03,1.00,-1,-1,-1
1,10,687.13,475.17,45.27,131.62,1.00,-1,-1,-1
2,1,1343.75,418.15,169.46,372.36,1.00,-1,-1,-1
2,2,579.19,442.21,98.21,268.69,1.00,-1,-1,-1
2,3,915.47,436.03,67.02,153.89,1.00,-1,-1,-1
2,4,1424.40,433.19,178.25,340.22,1.00,-1,-1,-1
2,5,434.92,446.67,99.37,277.37,1.00,-1,-1,-1
2,6,729.28,472.34,37.77,100.39,1.00,-1,-1,-1
2,7,1252.91,443.82,41.78,105.75,1.00,-1,-1,-1
2,8,472.36,453.25,94.92,269.13,1.00,-1,-1,-1
2,9,636.81,439.71,73.83,209.09,1.00,-1,-1,-1
2,10,688.46,473.95,44.77,131.80,1.00,-1,-1,-1
2,11,1856.37,446.12,63.03,213.02,1.00,-1,-1,-1
2,12,1086.42,438.25,51.93,119.01,1.00,-1,-1,-1
2,13,1827.60,468.98,75.49,175.52,1.00,-1,-1,-1
2,14,1075.05,467.08,52.60,130.58,1.00,-1,-1,-1
3,1,1349.59,418.19,174.44,377.29,1.00,-1,-1,-1
3,2,579.53,442.24,98.49,269.15,1.00,-1,-1,-1
3,3,915.35,436.29,66.73,153.23,1.00,-1,-1,-1
3,4,1435.45,435.45,172.18,335.69,1.00,-1,-1,-1
3,5,438.25,446.98,100.15,277.43,1.00,-1,-1,-1
3,6,729.71,471.75,38.19,100.96,1.00,-1,-1,-1
3,7,1252.92,443.20,42.32,106.70,1.00,-1,-1,-1
3,8,469.87,451.25,97.51,273.13,1.00,-1,-1,-1
3,9,637.10,450.81,70.59,200.15,1.00,-1,-1,-1
3,10,687.27,473.65,45.10,132.14,1.00,-1,-1,-1
3,11,1858.73,446.00,61.11,211.69,1.00,-1,-1,-1
3,12,1078.51,442.33,59.36,148.77,1.00,-1,-1,-1
3,13,1827.87,468.44,77.01,178.39,1.00,-1,-1,-1
3,14,1076.01,468.49,52.67,129.91,1.00,-1,-1,-1
4,1,1353.09,415.83,174.88,379.88,1.00,-1,-1,-1
4,2,579.93,442.76,98.08,268.97,1.00,-1,-1,-1
4,3,915.39,437.34,66.45,152.53,1.00,-1,-1,-1
4,4,1443.84,433.90,166.56,335.36,1.00,-1,-1,-1
4,5,439.52,443.74,104.20,282.85,1.00,-1,-1,-1
4,6,729.77,472.26,38.08,100.50,1.00,-1,-1,-1
4,7,1252.86,443.10,42.51,107.20,1.00,-1,-1,-1
4,8,469.12,450.26,98.85,275.01,1.00,-1,-1,-1
4,9,638.64,459.01,68.34,192.65,1.00,-1,-1,-1
4,10,688.98,479.87,43.46,125.58,1.00,-1,-1,-1
4,11,1857.89,448.58,61.56,210.25,1.00,-1,-1,-1
4,12,1083.47,437.98,54.88,133.92,1.00,-1,-1,-1
4,13,1828.06,469.34,76.50,176.77,1.00,-1,-1,-1
4,14,1076.55,469.38,53.14,129.20,1.00,-1,-1,-1
5,1,1357.04,415.39,175.38,382.28,1.00,-1,-1,-1
5,2,580.60,443.09,97.76,268.77,1.00,-1,-1,-1
5,3,915.33,437.75,66.15,152.01,1.00,-1,-1,-1
5,4,1453.17,432.25,160.19,335.52,1.00,-1,-1,-1
5,5,440.35,444.00,105.05,282.57,1.00,-1,-1,-1
5,6,729.70,472.95,37.88,99.61,1.00,-1,-1,-1
5,7,1252.83,443.37,42.79,107.55,1.00,-1,-1,-1
5,8,463.79,447.60,102.99,279.45,1.00,-1,-1,-1
5,9,639.96,462.28,66.76,188.21,1.00,-1,-1,-1
5,10,689.22,483.06,42.41,122.06,1.00,-1,-1,-1
5,11,1857.05,451.16,62.00,208.81,1.00,-1,-1,-1
5,12,1088.42,433.63,50.41,119.06,1.00,-1,-1,-1
5,13,1828.24,470.24,75.99,175.15,1.00,-1,-1,-1
5,14,1077.09,470.27,53.61,128.49,1.00,-1,-1,-1
6,1,1365.01,416.16,172.96,381.71,1.00,-1,-1,-1
6,2,580.09,443.22,97.45,268.91,1.00,-1,-1,-1
6,3,915.19,437.66,65.93,152.07,1.00,-1,-1,-1
6,4,1464.46,433.33,151.45,332.75,1.00,-1,-1,-1
6,5,439.10,443.40,108.14,285.14,1.00,-1,-1,-1
6,6,729.71,472.60,38.22,100.04,1.00,-1,-1,-1
6,7,1252.56,443.68,42.77,107.43,1.00,-1,-1,-1
6,8,459.68,444.15,107.26,283.70,1.00,-1,-1,-1
6,9,640.03,463.67,66.28,186.69,1.00,-1,-1,-1
6,10,690.07,484.20,41.68,120.19,1.00,-1,-1,-1
6,11,1856.56,447.32,62.60,211.58,1.00,-1,-1,-1
6,12,1089.88,435.05,48.85,114.16,1.00,-1,-1,-1
6,13,1828.29,470.22,76.68,176.12,1.00,-1,-1,-1
6,14,1076.34,476.87,52.42,122.78,1.00,-1,-1,-1
7,1,1375.91,416.60,169.56,382.00,1.00,-1,-1,-1
7,2,579.69,442.19,97.42,269.82,1.00,-1,-1,-1
7,3,914.78,437.92,65.49,151.47,1.00,-1,-1,-1
7,4,1471.77,433.24,148.46,333.78,1.00,-1,-1,-1
7,5,439.65,442.90,110.34,285.83,1.00,-1,-1,-1
7,6,729.68,473.15,38.35,100.14,1.00,-1,-1,-1
7,7,1252.44,443.23,42.68,107.49,1.00,-1,-1,-1
7,8,459.41,442.99,109.98,285.74,1.00,-1,-1,-1
7,9,640.58,464.72,65.59,185.03,1.00,-1,-1,-1
7,10,691.07,484.98,41.30,118.81,1.00,-1,-1,-1
7,11,1854.19,451.58,64.16,209.68,1.00,-1,-1,-1
7,12,1084.71,440.43,53.03,127.80,1.00,-1,-1,-1
7,13,1828.34,470.20,77.37,177.09,1.00,-1,-1,-1
7,14,1076.72,469.33,54.40,128.27,1.00,-1,-1,-1
8,1,1383.89,415.82,165.61,381.17,1.00,-1,-1,-1
8,2,578.91,440.82,98.08,271.34,1.00,-1,-1,-1
8,3,914.61,437.20,65.22,151.97,1.00,-1,-1,-1
8,4,1479.11,432.95,142.02,332.21,1.00,-1,-1,-1
8,5,440.80,442.60,112.15,286.46,1.00,-1,-1,-1
8,6,729.57,472.44,38.64,101.16,1.00,-1,-1,-1
8,7,1252.18,443.13,42.49,107.58,1.00,-1,-1,-1
8,8,473.10,435.80,103.64,283.92,1.00,-1,-1,-1
8,9,640.70,464.99,65.64,185.34,1.00,-1,-1,-1
8,10,690.09,482.46,42.03,120.71,1.00,-1,-1,-1
8,11,1854.70,454.73,63.92,206.48,1.00,-1,-1,-1
8,12,1082.07,440.03,55.00,134.11,1.00,-1,-1,-1
8,13,1828.39,470.17,78.06,178.05,1.00,-1,-1,-1
8,14,1075.72,462.88,56.59,134.24,1.00,-1,-1,-1
9,1,1395.55,416.15,160.24,380.60,1.00,-1,-1,-1
9,2,578.34,440.10,98.09,272.19,1.00,-1,-1,-1
9,3,914.23,436.97,65.26,152.56,1.00,-1,-1,-1
9,4,1487.72,433.31,135.22,331.02,1.00,-1,-1,-1
9,5,440.38,443.64,111.42,284.32,1.00,-1,-1,-1
9,6,729.36,471.87,38.89,101.94,1.00,-1,-1,-1
9,7,1251.72,443.03,42.55,107.59,1.00,-1,-1,-1
9,8,479.11,431.17,99.80,285.05,1.00,-1,-1,-1
9,9,641.74,465.78,65.25,184.76,1.00,-1,-1,-1
9,10,689.91,481.29,41.96,122.11,1.00,-1,-1,-1
9,11,1852.88,454.84,65.24,206.24,1.00,-1,-1,-1
9,13,1828.44,470.15,78.75,179.02,1.00,-1,-1,-1
9,14,1075.45,449.42,59.92,145.66,1.00,-1,-1,-1
10,1,1408.16,416.43,150.86,377.90,1.00,-1,-1,-1
10,2,578.64,440.33,98.01,272.69,1.00,-1,-1,-1
10,3,915.04,437.08,64.91,152.51,1.00,-1,-1,-1
10,4,1499.34,432.50,127.03,328.05,1.00,-1,-1,-1
10,5,440.48,444.15,112.48,284.32,1.00,-1,-1,-1
10,6,728.99,470.46,39.15,103.11,1.00,-1,-1,-1
10,7,1251.69,443.12,42.56,107.59,1.00,-1,-1,-1
10,8,482.33,430.64,97.86,285.60,1.00,-1,-1,-1
10,9,642.17,464.91,65.55,185.59,1.00,-1,-1,-1
10,10,689.61,481.17,41.97,122.93,1.00,-1,-1,-1
10,11,1853.68,455.39,65.15,205.46,1.00,-1,-1,-1
10,13,1826.50,469.26,77.08,177.99,1.00,-1,-1,-1
10,14,1074.71,452.56,60.30,146.12,1.00,-1,-1,-1
11,1,1419.96,414.33,147.83,381.28,1.00,-1,-1,-1
11,2,578.94,440.38,98.18,273.30,1.00,-1,-1,-1
11,3,914.95,437.11,65.33,152.57,1.00,-1,-1,-1
11,4,1512.42,433.54,120.21,326.77,1.00,-1,-1,-1
11,5,439.90,445.53,111.48,283.58,1.00,-1,-1,-1
11,6,729.06,471.72,39.26,103.43,1.00,-1,-1,-1
11,7,1251.77,443.27,42.58,107.64,1.00,-1,-1,-1
11,8,483.13,429.69,96.55,285.87,1.00,-1,-1,-1
11,9,642.33,465.08,65.85,185.87,1.00,-1,-1,-1
11,10,689.80,481.02,41.67,123.34,1.00,-1,-1,-1
11,11,1853.71,455.31,65.26,205.17,1.00,-1,-1,-1
11,13,1826.12,469.03,75.97,177.59,1.00,-1,-1,-1
11,14,1075.07,451.93,60.20,147.15,1.00,-1,-1,-1
11,16,1375.54,439.97,49.36,123.99,1.00,-1,-1,-1
12,1,1432.08,412.16,146.95,385.73,1.00,-1,-1,-1
12,2,579.08,440.14,98.25,273.56,1.00,-1,-1,-1
12,3,914.29,436.96,65.18,152.70,1.00,-1,-1,-1
12,4,1524.74,435.85,114.48,328.43,1.00,-1,-1,-1
12,5,440.27,445.27,110.95,284.21,1.00,-1,-1,-1
12,6,728.85,472.15,39.61,103.96,1.00,-1,-1,-1
12,7,1251.61,443.62,42.37,107.07,1.00,-1,-1,-1
12,8,485.30,427.58,94.93,286.61,1.00,-1,-1,-1
12,9,642.79,465.19,66.55,186.90,1.00,-1,-1,-1
12,10,689.72,479.04,41.78,124.65,1.00,-1,-1,-1
12,11,1853.47,456.10,65.44,204.50,1.00,-1,-1,-1
12,13,1826.51,468.76,75.30,178.14,1.00,-1,-1,-1
12,14,1075.10,451.17,59.66,147.66,1.00,-1,-1,-1
12,15,1671.82,451.45,59.80,140.12,1.00,-1,-1,-1
12,16,1377.16,439.24,49.14,124.03,1.00,-1,-1,-1
